Symbol,Sector,Fund Score,Market Cap Cr,Cap Category,Current Price,RSI,ADX,MACD Hist,Vol Ratio,EMA20,EMA50,EMA200,DI+,DI-,Momentum Score,Reversal Score,Best Setup,Tech Score,Tier,In Consolidation,Consol Days,Consol Label,Pct to Breakout,Consol Volume,Vol 5D Ratio,Breakout Vol,range_pct,Vol Label,Vol Inference,Sector Trend,Sector Detail,Sector Score,Cap Score
LODHA,Realty,58.0,79590.16,Large Cap,796.9,13.8,66.21,-9.85,1.46,905.55,977.83,1115.57,6.39,44.53,5,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.84,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 30.9 | ADX 45.0 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.2,8.7
LTF,Financial Services,37.7,65414.57,Large Cap,261.2,40.39,28.67,-1.07,0.67,272.18,281.77,257.21,18.98,32.32,20,78,Reversal,78,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.49,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,4.4,4.4
LTFOODS,Fast Moving Consumer Goods,69.0,13148.54,Mini Large Cap,378.45,40.89,28.25,-1.69,0.06,391.33,393.48,400.37,27.7,21.52,20,55,Reversal,55,TIER 2 — WATCHLIST,True,383,383d (1-1.5 years),-22.92,0.14,0.07,0.51,-22.92,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,8.6,8.7
LTTS,Information Technology,62.0,34227.86,Large Cap,3229.1,42.72,38.18,30.86,0.45,3344.72,3597.59,4084.65,26.53,18.45,30,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.79,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.2,7.7
LUMAXIND,Automobile and Auto Components,63.0,4729.5,Mid Cap,5055.5,41.49,37.92,-63.79,0.62,5340.43,5437.17,4728.78,16.18,29.79,20,33,Watching,33,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.89,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,7.6,7.6
LUMAXTECH,Automobile and Auto Components,80.0,10687.13,Mini Large Cap,1568.0,52.52,28.97,2.04,0.44,1556.06,1543.89,1295.95,26.94,21.84,95,50,Momentum,95,TIER 1 — BUY NOW (Momentum),False,0,No consolidation,0.0,0.0,0.98,0.0,0.0,Low,"Weak volume → momentum may fade, wait",Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,9.6,9.8
LUPIN,Healthcare,44.0,106148.29,Large Cap,2322.5,55.76,20.98,-8.15,1.16,2291.48,2236.72,2096.15,24.05,27.36,65,15,Momentum,65,TIER 3 — WAITING,True,409,409d (1-1.5 years),0.45,1.28,0.8,0.76,0.45,Low,"Weak volume → momentum may fade, wait",Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,5.1,5.9
LUXIND,Textiles,45.6,2830.05,Mid Cap,941.1,65.59,30.7,8.62,1.03,904.62,950.1,1170.76,32.99,14.73,50,65,Reversal,65,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.33,0.0,0.0,Very High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,5.6,5.6
M&MFIN,Financial Services,39.3,42844.56,Large Cap,308.35,19.63,50.92,-5.51,0.9,343.6,354.95,325.53,7.39,40.83,10,20,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.06,0.0,0.0,Normal,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,4.6,4.6
MAHSEAMLES,Capital Goods,70.0,7567.61,Mini Large Cap,564.75,59.69,23.46,0.56,0.58,552.2,547.52,586.12,20.75,13.35,50,15,Momentum,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.11,0.0,0.0,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.5,8.6
MAITHANALL,Metals & Mining,59.0,2722.8,Mid Cap,935.3,48.37,43.24,-3.3,1.89,954.31,987.38,1028.59,10.98,32.36,17,30,Watching,30,TIER 3 — WAITING,True,795,795d (2+ years),-24.2,2.28,1.52,0.79,-24.2,High,Strong downtrend → no entry signal,Downtrend ↓,RSI 40.8 | ADX 28.0 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.0,10.0
MALLCOM,Capital Goods,66.0,644.72,Small Cap,1033.2,31.88,16.89,-4.96,1.06,1079.31,1120.44,1206.29,21.92,20.34,0,73,Reversal,73,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.85,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.0,8.8
MAMATA,Capital Goods,74.2,920.33,Small Cap,374.0,29.01,39.84,-3.32,0.77,396.26,406.81,429.08,10.98,29.28,5,58,Reversal,58,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.54,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,9.0,9.9
MANAPPURAM,Financial Services,31.7,21943.82,Large Cap,259.25,40.45,31.37,0.04,0.57,270.63,282.34,272.84,21.03,24.46,25,90,Reversal,90,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.15,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,3.7,3.7
MANINFRA,Construction,59.0,3677.0,Mid Cap,91.09,31.17,37.09,-0.58,1.05,98.94,107.93,135.12,10.41,26.25,5,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.12,0.0,0.0,Very High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.5,7.5
MANKIND,Healthcare,61.4,82565.67,Large Cap,2000.0,28.78,31.22,-22.78,1.77,2121.23,2144.21,2280.39,13.89,38.29,5,35,Watching,35,TIER 2 — BASE BUILDING,True,492,492d (1-1.5 years),-27.31,1.77,0.91,1.11,-27.31,Low,Low activity → no setup forming yet,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.1,8.3
MANYAVAR,Consumer Services,69.8,8629.19,Mini Large Cap,355.15,40.25,38.34,3.35,1.25,378.18,436.95,618.63,25.77,22.83,30,75,Reversal,75,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.52,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,7.8,7.8
MAPMYINDIA,Information Technology,71.4,5010.86,Mini Large Cap,915.7,38.21,43.65,2.42,4.18,992.76,1172.86,1519.44,28.49,31.7,20,45,Watching,45,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,3.28,0.0,0.0,Extremely High,Above avg volume but no setup → watch closely,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,8.3,9.0
MARICO,Fast Moving Consumer Goods,59.0,96428.48,Large Cap,744.3,32.96,33.72,-5.15,0.91,764.02,761.78,729.97,12.38,34.08,25,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.86,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.3,7.3
MARINE,Capital Goods,63.0,2264.99,Mid Cap,170.73,31.57,24.75,-1.32,1.32,181.66,188.94,199.87,14.24,28.29,0,20,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.01,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.7,7.7
MARKSANS,Healthcare,69.0,7706.05,Mini Large Cap,170.05,51.43,17.09,-0.56,1.96,170.63,174.25,190.93,24.42,23.84,25,38,Watching,38,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.16,0.0,0.0,Normal,Normal activity → no setup forming yet,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.0,8.1
MARUTI,Automobile and Auto Components,72.0,396178.68,Large Cap,12601.0,27.5,52.53,-99.14,1.25,13653.18,14539.07,14596.28,11.72,45.8,10,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.8,0.0,0.0,High,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,8.7,8.9
MASFIN,Financial Services,60.7,5489.87,Mini Large Cap,302.55,47.07,39.65,-1.35,1.01,308.09,314.06,307.08,13.95,29.34,22,60,Reversal,60,TIER 2 — WATCHLIST,True,687,687d (1.5-2 years),-9.92,1.6,1.17,0.66,-9.92,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,7.1,7.6
MASTEK,Information Technology,66.0,4493.06,Mid Cap,1449.5,32.01,27.91,4.06,0.9,1577.42,1755.66,2103.62,15.42,22.69,20,65,Reversal,65,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.25,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.7,8.3
MASTERTR,Financial Services,73.0,845.98,Small Cap,68.77,30.04,35.51,-0.67,0.49,77.98,89.23,118.36,16.05,31.76,5,50,Reversal,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.65,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,8.5,9.4
MATRIMONY,Consumer Services,42.0,875.28,Small Cap,423.45,55.06,43.45,6.79,1.84,423.87,462.52,508.82,16.61,22.8,40,35,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.08,0.0,0.0,Normal,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,4.7,5.3
MAXHEALTH,Healthcare,71.0,93888.07,Large Cap,964.8,26.68,62.02,-11.44,1.26,1015.9,1036.86,1085.63,3.94,34.77,5,35,Watching,35,TIER 2 — BASE BUILDING,True,373,373d (1-1.5 years),-24.4,1.41,0.97,1.16,-24.4,Low,Strong downtrend → no entry signal,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.2,9.6
MAYURUNIQ,Consumer Durables,68.0,2216.97,Mid Cap,509.35,45.26,34.61,-2.03,0.88,519.2,523.95,525.33,19.98,22.85,22,30,Watching,30,TIER 2 — BASE BUILDING,True,638,638d (1.5-2 years),-21.05,1.57,0.91,0.69,-21.05,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,8.7,8.7
MAZDOCK,Capital Goods,75.0,93749.55,Large Cap,2324.1,44.71,21.54,4.26,0.55,2364.36,2398.5,2552.41,23.78,21.51,30,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.59,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,9.1,9.1
MCLOUD,Information Technology,73.0,1283.68,Mid Cap,21.75,32.93,29.66,-0.15,0.55,23.29,25.87,46.16,13.88,28.8,5,95,Reversal,95,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.64,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,8.5,9.2
MEDANTA,Healthcare,65.0,27022.84,Large Cap,1005.7,17.53,30.68,-11.18,3.32,1081.82,1117.64,1189.54,13.98,34.64,5,20,Watching,20,TIER 2 — BASE BUILDING,True,580,580d (1.5-2 years),-29.65,3.32,1.43,0.5,-29.65,Normal,Normal activity → no setup forming yet,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.5,8.8
MEDIASSIST,Financial Services,59.8,2425.93,Mid Cap,325.15,44.95,38.77,1.96,0.75,342.13,380.44,457.2,22.24,24.21,20,53,Reversal,53,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.92,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,7.0,7.6
MEDPLUS,Consumer Services,59.0,9871.5,Mini Large Cap,820.65,42.76,16.11,-1.93,0.6,833.74,830.97,816.94,15.41,14.36,15,33,Watching,33,TIER 3 — WAITING,True,736,736d (2+ years),-10.82,0.88,0.6,0.35,-10.82,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.6,6.6
MENONBE,Automobile and Auto Components,79.6,661.89,Small Cap,118.11,43.04,18.18,-0.1,1.63,120.27,118.95,118.08,16.08,19.56,15,18,Watching,18,TIER 2 — BASE BUILDING,True,551,551d (1.5-2 years),-15.14,2.26,1.38,0.72,-15.14,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,9.6,10.0
METROBRAND,Consumer Durables,72.0,25418.82,Large Cap,930.7,38.95,39.85,-1.58,1.23,974.43,1023.34,1108.02,17.71,21.79,5,55,Reversal,55,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.85,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,9.2,9.9
METROPOLIS,Healthcare,47.0,9145.23,Mini Large Cap,441.1,31.18,22.97,-0.41,2.43,461.25,469.66,477.07,19.85,28.67,5,80,Reversal,80,TIER 3 — WAITING,True,482,482d (1-1.5 years),-20.31,2.43,1.78,0.53,-20.31,High,High volume → could be capitulation or distribution,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,5.4,5.5
MFSL,Financial Services,38.0,56610.2,Large Cap,1639.3,33.19,47.22,-15.91,1.3,1706.15,1713.53,1597.65,11.95,35.57,20,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.03,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,4.4,4.4
MGL,"Oil, Gas & Consumable Fuels",44.5,9552.8,Mini Large Cap,967.1,15.84,44.32,-13.91,1.48,1057.66,1090.74,1192.38,10.79,36.57,5,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.21,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,5.3,5.3
MIDHANI,Capital Goods,41.0,5918.87,Mini Large Cap,315.3,40.2,19.7,-2.56,1.14,331.11,340.59,354.97,21.85,28.22,0,25,Watching,25,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.05,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,5.0,5.1
MINDACORP,Automobile and Auto Components,48.0,11826.89,Mini Large Cap,502.5,43.24,45.17,-0.6,0.95,518.94,544.57,548.79,19.48,26.44,5,40,Watching,40,TIER 3 — WAITING,True,433,433d (1-1.5 years),-17.23,1.13,0.81,0.31,-17.23,Low,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,5.8,5.9
MINDTECK,Information Technology,35.0,545.14,Small Cap,170.0,30.84,38.35,-2.09,1.33,190.37,202.56,218.06,16.68,29.91,5,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.79,0.0,0.0,High,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,4.1,4.1
MMFL,Automobile and Auto Components,65.0,2067.66,Mid Cap,428.25,41.89,33.12,-3.99,0.34,439.47,428.92,388.1,9.6,22.94,30,55,Reversal,55,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.63,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,7.8,7.8
MMP,Metals & Mining,68.0,552.94,Small Cap,217.67,37.48,67.08,-1.1,0.81,229.01,240.12,258.29,4.22,29.49,5,25,Watching,25,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.24,0.0,0.0,Normal,Strong downtrend → no entry signal,Downtrend ↓,RSI 40.8 | ADX 28.0 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.1,10.0
MODISONLTD,Capital Goods,58.0,408.74,Small Cap,125.96,48.12,33.09,0.02,0.88,129.47,137.82,146.37,25.34,25.54,32,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.02,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.1,7.7
MOIL,Metals & Mining,33.9,5933.63,Mini Large Cap,291.6,54.42,36.82,2.75,0.79,290.14,307.04,331.71,28.93,21.69,50,43,Momentum,50,TIER 3 — WAITING,True,395,395d (1-1.5 years),-25.3,10.68,10.36,7.03,-25.3,Extremely High,Strong participation → trend likely to continue,Downtrend ↓,RSI 40.8 | ADX 28.0 | MACD ▼ | EMA ↑↑↑ | Above EMA200,4.0,4.9
MOLDTKPAC,Capital Goods,62.6,1701.82,Mid Cap,512.15,40.44,25.16,-2.74,0.48,532.5,556.58,626.24,20.28,26.89,5,55,Reversal,55,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.13,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.6,7.6
MONARCH,Financial Services,78.9,2124.39,Mid Cap,268.0,54.33,32.07,1.85,0.34,268.44,280.27,308.07,23.93,15.01,50,50,Momentum,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.61,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,9.2,10.0
MOREPENLAB,Healthcare,59.3,2026.88,Mid Cap,36.99,32.52,16.58,-0.52,0.18,39.26,39.82,46.43,19.91,29.19,0,58,Reversal,58,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.14,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.8,6.8
MOTILALOFS,Financial Services,77.0,39926.87,Large Cap,662.6,31.76,42.62,-1.72,0.91,708.19,755.3,822.58,12.97,31.73,5,80,Reversal,80,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.23,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,9.0,9.0
MPSLTD,Consumer Services,73.0,2555.07,Mid Cap,1506.0,52.36,26.09,20.99,0.74,1514.2,1643.34,1988.79,28.85,16.48,50,23,Momentum,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.96,0.0,0.0,Low,"Weak volume → momentum may fade, wait",Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.2,10.0
MRF,Automobile and Auto Components,46.0,54089.42,Large Cap,127535.0,25.71,43.77,-926.65,1.63,136603.04,141112.61,143441.28,8.44,42.03,5,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.96,0.0,0.0,Low,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,5.5,5.7
MSTCLTD,Services,60.7,2927.85,Mid Cap,415.65,41.74,36.09,-1.26,1.57,431.44,450.27,489.8,15.41,25.77,5,55,Reversal,55,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.36,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.4,9.1
MTARTECH,Capital Goods,58.2,10850.75,Mini Large Cap,3525.3,47.27,22.93,-43.93,0.46,3543.39,3298.81,2504.36,27.16,23.39,57,45,Momentum,57,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.75,0.0,0.0,Low,"Weak volume → momentum may fade, wait",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.1,7.2
MUFTI,Consumer Services,50.0,487.73,Small Cap,74.61,22.52,50.36,-0.34,0.94,80.71,87.21,110.19,6.97,23.61,5,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.02,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,5.6,6.3
MUTHOOTFIN,Financial Services,75.3,133198.02,Large Cap,3315.9,45.05,28.25,19.67,1.59,3388.08,3516.06,3229.84,21.11,33.43,52,15,Momentum,52,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.24,0.0,0.0,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,8.8,8.8
NAM-INDIA,Financial Services,86.0,53467.74,Large Cap,838.9,41.01,23.86,-3.45,1.07,873.24,884.26,832.49,23.15,26.51,15,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.86,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,10.0,10.0
NATCOPHARM,Healthcare,84.0,17184.35,Mini Large Cap,959.2,49.03,25.43,-8.85,0.4,954.3,921.22,910.43,19.4,21.41,62,30,Momentum,62,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.3,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,9.7,9.9
NATIONALUM,Metals & Mining,77.0,67755.25,Large Cap,368.5,41.87,22.88,-1.88,2.05,377.21,358.52,279.2,15.94,27.05,35,25,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.16,0.0,0.0,Normal,Normal activity → no setup forming yet,Downtrend ↓,RSI 40.8 | ADX 28.0 | MACD ▼ | EMA ↑↑↑ | Above EMA200,9.2,9.2
NAVA,Power,74.0,15664.12,Mini Large Cap,553.5,46.97,19.13,-2.12,0.76,560.73,563.89,559.6,20.67,25.34,17,46,Watching,46,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.87,0.0,0.0,Low,Low activity → no setup forming yet,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.5,10.0
NAVINFLUOR,Chemicals,50.0,31433.16,Large Cap,6124.0,39.09,19.67,-31.54,0.66,6293.27,6204.09,5497.71,20.21,33.42,15,41,Watching,41,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.61,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,5.6,5.6
NBCC,Construction,63.1,22655.7,Large Cap,83.91,40.76,36.3,0.18,1.21,88.13,95.04,103.17,18.88,23.98,20,75,Reversal,75,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.6,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.0,10.0
NCC,Construction,65.6,8826.89,Mini Large Cap,140.59,37.74,20.94,-0.27,1.13,145.87,150.85,181.66,18.24,25.29,0,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.13,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.3,8.7
NDRAUTO,Automobile and Auto Components,72.2,1625.85,Mid Cap,681.55,44.15,19.99,-2.91,0.77,705.61,739.35,825.69,25.63,22.68,0,41,Watching,41,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.14,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,8.7,8.7
NESCO,Services,64.0,7445.45,Mini Large Cap,1055.4,44.42,28.04,-1.02,2.09,1082.15,1130.48,1178.64,18.68,20.67,10,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.16,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.8,8.0
NESTLEIND,Fast Moving Consumer Goods,47.5,230163.59,Large Cap,1193.6,27.4,49.19,-6.18,1.2,1237.61,1260.24,1232.76,7.37,29.76,10,65,Reversal,65,TIER 3 — WAITING,True,726,726d (1.5-2 years),-8.9,1.56,1.07,0.77,-8.9,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,5.9,5.9
